jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,90,BELFORT,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,85,LA ROCHE SUR YON,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,93,BOBIGNY,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,36,CHATEAUROUX,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,39,LONS LE SAUNIER,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,46,CAHORS,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,91,EVRY COURCOURONNES,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,60,BEAUVAIS,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,31,TOULOUSE,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,75,PARIS 01,2023/08/10
Directeur d'agence (RGPD),"DIRECTEUR D'AGENCE (H/F)
Indépendant Temps plein
Description du poste :
Rejoignez le 1er réseau national spécialisé dans l'accompagnement des entreprises, collectivités et associations dans leur mise en conformité avec le Règlement Général de la Protection des Données.  (RGPD)
Vous êtes indépendant H/F, dans le domaine du RGPD, rejoignez le premier réseau 100 % spécialisé dans les missions RGPD. (DPO Externe)
Vous souhaitez créer votre entreprise tout en partageant vos expériences avec les membres de notre réseau. 
Notre réseau vous aide dès les premières Étapes de création de votre entreprise et tout le long de sa vie.
Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau !
Vous effectuerez des missions de DPO Externalisé  à temps partagé.
Notre concept : 
Le réseau de franchise Agence RGPD est un réseau de compétences, « DPO externalisé(e)s ».
Le spectre des connaissances Étant très large et multiple une ressource dédiée au sein d'une entité a un coup important.
La solution que nous apportons avec un socle de connaissances de la franchise et l'ensemble des agences, permet à chaque entité cliente, publique ou privée de bénéficier d'une large base de connaissances. 
Notre concept repose sur l'externalisation de la fonction DPO. 
Notre réseau passe dans une nouvelle phase de croissance après la mise au point d'un concept innovant et performant. Nous recherchons des opérationnels, qui souhaitent se lancer dans l'entrepreneuriat.
Nous vous apportons : 
Un cadre juridique définit
Une exclusivité territoriale
Une veille et un partage constant des informations au sein du réseau
Une formation de 10 jours sur nos méthodes de vente et nos process de pilotage de missions
Un logiciel métier            
Une marque forte déposée à l'INPI
Un accès au réseau social des DPO (Agora AFCDP)
Des formations aux méthodes et à l'utilisation des outils
Des bases documentaires complètes et régulièrement mises à jour
Un travail constant d'amélioration continue
Pourquoi nous rejoindre ? 
- Vous aurez le plaisir de travailler dans un réseau à forte dimension humaine dans un environnement en constante évolution, 
- Vous rejoignez un jeune réseau qui se développe rapidement. 
- Vous augmentez vos chances de réussite.
Votre profil : 
Avoir l'esprit d'équipe
Savoir communiquer
Vouloir entreprendre
Avoir la capacité d'expliquer et de faire appliquer facilement le RGPD à vos Clients  
Statut franchisé. 
Expérience exigée, BAC +4/5  :
en droit des DCP en tant que DPO / CIL
Ou en droit du numérique
Serait un plus : 
-   Avoir une expérience dans le conseil et/ou dans l'audit,
-   Avoir le sens de l'agilité,
-   Avoir effectué le MOOC de la CNIL,",Temps pleinTemps plein,,Franchise,Expérience souhaitée de 1 An(s),,,,,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,Bras droit des dirigeants Corporate,,89,AUXERRE,2023/08/10
