jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Data manager,"Rattaché au directeur Digital & Data, vous serez chargé d'analyser et de produire des visualisations de données permettant de favoriser la performance opérationnelle et la prises de décision des différents métiers de l'entreprise.

A ce titre, vous assurez la production de KPIs et leur mise en forme en dashboards ainsi que le support aux Data Analyst en contact avec les équipes métiers.

De plus, vous serez chargé d'aider les métiers dans la spécification de leur besoin d'exploitation et de restitution des données, et de transcrire les besoins d'analyses métier en indicateurs techniques.

De même, vous identifiez, extrayez et réconciliez les données pertinentes à partir de divers systèmes et bases de données en contrôlant leur qualité et leur cohérence, et présentez les résultats des études réalisées aux clients internes.

En outres, vous accompagnez les métiers dans la création de KPI et de dashboards (dashbaords intuitif et facile à appréhender par les métiers).

Finalement, vous soutenez les métiers dans l'utilisation et la compréhension de ces outils par de l'acculturation et de la formation technique",,40000.0 - 50000.0,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,,,Harry Hope,,,,21,ARRANS,2023/08/15
Data manager,"Rattaché au Responsable Data Management vous assurez la gestion des données des projets confiés à l'entreprise pour le compte de Promoteurs, en étroite collaboration avec des membres des équipes projets, dans le respect de la réglementation en vigueur (BPC, BPE, SOPs métiers etc...), afin de garantir la qualité des données collectées et à analyser.
A ce titre, vous suivez tout au long de sa durée, le projet de recherche qui vous est confié. 
De plus, vous représentez le contact privilégié du Promoteur et de l'équipe projet pour les activités data management de l'étude.
De même, en tenant compte des spécificités de l'étude et des exigences du Promoteur, vous appliquez les procédures opératoires se rapportant aux activités de data management du projet. 
En outres, vous êtes responsable de la validation des développements et collaborez à la validation des développements conjointement avec le Département Informatique. A savoir, vous participez à l'élaboration du guide de saisie en collaboration avec IT (eCRF) et chef de projet, et assurez le suivi de la validation des eCRFs avant mise en production.
Qui plus est, vous assurez le contrôle qualité de la base de données cliniques et le rapport de ce contrôle qualité pour les saisies de CRFS/Questionnaires papiers et contrôlez l'exhaustivité des signatures des eCRFs avant import, ainsi que l'exhaustivité des données importées (nb de patients, nb d'AES, SAES, ...).
Vous participez également, à la mise en oeuvre et au déroulement de la validation du Système Informatisé pour un projet donné (ex : cahier des charges, analyse de risque, protocole de validation, jeux de test à réaliser, rapport de validation etc.) conformément aux procédures applicables. 
Enfin, vous assurez la validation et la documentation des modifications et participez à la formation des utilisateurs.",,35000.0 - 55000.0,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,,,Harry Hope,,,,21,DIJON,2023/08/15
Développeur / Développeuse Big Data,"Dans ce cadre la prestation consiste à contribuer à/au(x) :
- développements d'usages BIG DATA :
  conception technique des développements
  supervision des traitements en place
  cérémonies agile (méthode Scrum)
Expertises :
  Spark (PySpark), (gestion de volumes de données importants)
  HiveQL, scripting shell, environnmnent Conda
  Environnement Cloudera
  Talend

Les livrables attendus sont :
  Dossier de conception
  Programmes versionnés
  Documentation projet nécessaire aux MEP

Les expertises attendues pour réaliser cette prestation sont listées ci-après :
  Agile Scrum
  Compétences en développement (Shell unix, Perl, PHP, Python, git, github)
  Hadoop (Big Data)
  Hive
  Spark
  Talend (Data integration, Big Data)",,,Profession libérale,Expérience exigée de 5 An(s),,,,,BI NEWVISION,,,"github, talend",75,PARIS 01,2023/08/17
Développeur / Développeuse Big Data,"Contract - System Safety Engineer - Trackside (h/f)
?
Au sain de l´équipe Signalling Safety, en tant que Ingénieur en Sécurité des Systèmes ferroviaires et sous la responsabilité du chef de projets, vous:
·??????? Identifiez les risques potentiels associés aux systèmes et aux processus et évaluez les risques en utilisant des méthodologies telles que FMEA / FMECA et d'autres méthodes d'analyse des risques.
·??????? Collaborez avec les équipes d'ingénierie pour intégrer des éléments de sécurité dans la conception et le développement des systèmes.
·??????? Identifiez et mettez en œuvre des mesures préventives et correctives pour réduire les risques identifiés.
·??????? Communiquez les résultats des analyses de sécurité de manière claire et compréhensible et participez à l'analyse des incidents et à la mise en œuvre de correctifs pour prévenir les récurrences.
·??????? Travaillez en étroite collaboration avec d'autres ingénieurs, concepteurs et parties prenantes pour intégrer les considérations de sécurité.
·??????? Restez à jour avec les évolutions technologiques et les meilleures pratiques en matière de sécurité.",,,Profession libérale,Expérience exigée de 2 An(s),,,,,emagine Consulting SARL,,,,France,,2023/08/17
Développeur / Développeuse Big Data,"Missions:

- Acquisition des données brutes (Get raw data) & dépôt des données dans une base de stockage de données brutes
-Lancer AWS glue crawler et observer les tables créer dans   Glue Data Catalog  
- Rédaction des requêtes Athéna pour exploiter les tables
- Monitoring des métriques liés aux scripts sur Datadog

Compétences techniques attendus :

- AWS : Glue, Athena, Glue Catalogue, S3, RDS, Lamba
- Gitlab
- Jenkins

Langages :

-Python : compétences en langage pySpark
-SQL
- Connaissance d'Airflow & Axway pour l'acquisition des données seraient un plus",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Oceane consulting,,,"gitlab, jenkins",75,PARIS 01,2023/08/17
Développeur / Développeuse Big Data,"Lieu : Issy (92)
Démarrage 04 septembre 2023
Durée : + 12 mois
Prestation à temps plein hybride (3j TT/sem)
Contexte : Renforcer l'équipe en place en apportant sa séniorité sur le rôle. Puis remplacement du tech lead dans 6 mois.
Langues : Anglais - Français
Process de recrutement : Prévoir 3 interviews
?
Rôle :
Rédaction des User Story
Data Ingestion (clients internes)
Déploiement
Gestion des batchs
Optimisation des performances
Calculs Algorithmiques
?
Compétences recquises :
Profil Senior ou tech lead?
Expertise SPARK ?et Python
Maitrise de Azure Data Factory
Anglais
La connnaissance d'un autre language est 1 plus.
Le front est en js
?
Soft Skills nécessaires :
Veille active sur les derniers outils
Pro-actif ,?
Curieux,
Goût du challenge.
?
?
?",,,Profession libérale,Expérience exigée de 5 An(s),,,,,emagine Consulting SARL,,,,France,,2023/08/17
Data scientist,"Dans le domaine de la Grande Distribution, nous recherchons un(e) Data Scientist H/F pour une mission située à Lille.
Vos aurez les missions suivantes :
- Réaliser des analyses statistiques
- Développer différents algorithmes 
- Identifier les différents modèles de charge existants.
- Recueillir auprès des managers magasins et entrepôts leur mode de fonctionnement actuel de planification de leurs collaborateurs.la liste n'est pas exhaustive.",,,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,,,CELAD,,,,59,LILLE,2023/08/15
Développeur / Développeuse Big Data,"- Azure, minimum 3 ans
- Expérience architecture Lakehouse, minimum 2 ans
- PySpark, minimum 5 ans
- Databricks, minimum 5 ans
- SQL, minimum 3 ans
- Maitrise de CI/CD, Azure DevOps, minimum 3 ans
- Connaissance des outils Agile (JIRA) et ayant déjà travaillé en mode Agile, minimum 1 an

- Conception et modélisation des données au niveau d'un Data Lake (format Parquet, Delta table,  )
- Construction des pipelines de données pour collecter, transformer et traiter des données dans le Data Lake",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Comet,,,"jira, databricks",75,PARIS 01,2023/08/17
Développeur / Développeuse Big Data,"Bonjour !! 

Mon client est l'une des plus grandes banques privées au monde, il recherche actuellement un ingénieur réseau et sécurité pour rejoindre l'équipe basée à Paris pour le mois de septembre. La société recherche un profil de support et de construction et offre d'excellents avantages tels que 50  de télétravail et un contrat à long terme ! Le poste est à pourvoir dès que possible. 

Description du poste 

Rôle : 

- L'ingénieur Build & Support est responsable de l'intégration et du support de la solution.
- L'ingénieur Build & Support soutiendra l'équipe d'ingénieurs pour proposer des solutions.

Connaissances techniques et expérience en :

- Cisco LAN / WAN
- Cisco LAN (Nexus) 
- Cisco Catalyst
- Firewalls Cisco (ASA / Firepower) 

Technologies :  Cisco Nexus, Cisco Catalyst, Cisco Firewalls, LAN/WAN

Le client est en train de faire passer des entretiens, alors ne manquez pas cette opportunité !",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,,75,PARIS 01,2023/08/17
CHARGÉ DE PROJET SIG ET OPEN DATA - SB 5885 - DÉPARTEMENT 92,"La direction du développement et de la Stratégie contribue au rayonnement des Hauts-de-Seine et à l'attractivité du territoire à la fois au niveau local, national et international. 
Elle regroupe des fonctions stratégiques et opérationnelles en matière d'urbanisme, de prospective et de développement économique : production d'études sur les enjeux territoriaux  (collecte, analyse et diffusion de données), urbanisme réglementaire et opérationnel (avec notamment le suivi des grands opérateurs d'aménagement du territoire), pilotage de démarches visant à susciter l'initiative économique locale, promotion du territoire auprès des acteurs économiques, gestion d'outils de connaissance (SIG, maquette numérique, centre de documentation). 

En rejoignant le Département, vous mettrez en uvre vos compétences et votre talent au service d'une collectivité territoriale solidaire et innovante.


MISSIONS : 
Expert de la "" Data et plus particulièrement géolocalisée, le chargé de projet SIG et Open data pilote, appuie et participe à la mise en uvre des projets de diffusion et de valorisation de données portés par le service et par l'ensemble des directions dans le cadre de la stratégie départementale numérique. Par nature transverses, le chargé de projet mène ses activités en lien avec les autres membres de l'équipe (chargés de projet, géomaticiens cartographes) ainsi que dans le cadre d'équipes pluridisciplinaires pour mener à bien les projets dont il est en charge.
Ces projets menés dans le SIG et l'Open data départementaux s'inscrivent dans une démarche qualité visant l'amélioration continue. Dans ce cadre, le chargé de projet pilote et met en uvre toutes les actions permettant d'optimiser le cycle de vie des données et le partage de son expérience.

ACTIVITES : 
Piloter, coordonner et conduire des projets SIG et Open data (acquisition/traitement de données, conception d'applications de diffusion et de valorisation 
- Coordination du projet
- Assister les directions dans la définition de leurs besoins
- Réaliser des études d'opportunité et de faisabilité (sourcing, benchmark)
- Identifier et tester les solutions fonctionnelles et techniques à mettre en uvre
- Rédiger les spécifications fonctionnelles (et techniques) en lien avec la DSI
- Planifier la mise en uvre des projets, élaborer les calendriers de réalisation Su erviser les restataires

Assurer le suivi administratif et technique des marchés publics
Point de contact des partenaires SIG et Open data
Référent "" formation SIG et Open data, en lien avec les autres membres de l'équipe et la DRH
Construire une vision consolidée du portefeuille de projets et des activités principales du SIG et de l'Open data en s'inscrivant dans une démarche qualité 
Accompagner, conseiller, sensibiliser et former les métiers au SIG et à l'Open data",,,Contrat à durée déterminée - 36 Mois,Expérience exigée de 2 An(s),,,,,,Conseils départementaux,Conseils départementaux,,92,Hauts de Seine,2023/08/15
