jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
"Chef-fe de projet Data, performance client et amélioration continue - Finance, trésorerie","Descriptif du poste:
Mission
Orange Wholesale France (OWF) est la Division Orange qui adresse le marché des Opérateurs de Télécommunications Elle regroupe les activités commerciales, marketing, service client et gestion opérationnelle pour l'ensemble des offres et services qu'elle propose. N'hésitez pas à parcourir notre site pour être incollable  !
""Vous l'aurez compris, ce poste est très transverse tant par la diversité des projets portés que de la pluridisciplinarité des équipes avec lesquelles vous travaillerez chez nous et de fait, vous serez très vite célèbre !"" [Isabelle, manager]
Notre objectif   la performance de nos processus et la satisfaction de nos clients !
- Vous prenez en charge des projets spécifiques que ce soit en production ou en SAV, en lien avec la DSI, le marketing, le pôle juridique, nos partenaires internes sur le terrain, les managers et les équipes opérationnelles ...
- Vous analysez et proposez des optimisations sur nos processus existants
- Vous définissez les plans d'actions tant sur le plan opérationnel (simplification) que sur le plan financier (efficacité des tâches demandées aux équipes opérationnelles ..) et suivez leur mise en oeuvre 
- Vous harmonisez le suivi de la performance du domaine en identifiant et construisant les indicateurs clés
- Vous pilotez la revue de performance : présentation, analyse, définition et suivi des plans d'action
- Vous communiquez largement sur l'avancement de vos projets
Compétences
Les incontournables
- Vous avez un niveau Bac+5 en école de commerce ou école d'ingénieur
- Vous avez déjà une expérience reconnue dans le domaine de la DATA 
- Vous maîtrisez les outils bureautiques (suite Microsoft)  et Excel est votre meilleur ami !
Le +
- Maitrise de Power BI

Profil recherché:
Un mix entre Chef-fe de projet et Data analyste, ça vous tente  
Profil
- La manipulation de données, ça vous parle 
- Vous êtes organisé-e, pragmatique et réaliste 
- Analyse et synthèse, Sherlock, c'est vous !
- Vous ne vivez pas caché derrière un ordi : communiquer et vulgariser, vous aimez !
- Vous êtes curieux.se et savez prendre des initiatives
- Participer à la vie de l'équipe, contribuer à l'amélioration continue, ça vous motive !",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,Télécommunications filaires,Orange SA,"Orange Wholesale France (OWF) est la Division Orange qui adresse le marché des Opérateurs de Télécommunications. Elle regroupe les activités commerciales, marketing, service client et gestion opérationnelle pour l'ensemble des offres et services qu'elle propose.

N'hésitez pas à parcourir notre site pour être incollable !

Nous recherchons actuellement, un Responsable de la Performance Client et de l'Amélioration Continue pour, d'une part, accompagner nos équipes opérationnel...","Orange Wholesale France (OWF) est la Division Orange qui adresse le marché des Opérateurs de Télécommunications. Elle regroupe les activités commerciales, marketing, service client et gestion opérationnelle pour l'ensemble des offres et services qu'elle propose.N'hésitez pas à parcourir notre site pour être incollable !Nous recherchons actuellement, un Responsable de la Performance Client et de l'Amélioration Continue pour, d'une part, accompagner nos équipes opérationnel...",power bi,31,COLOMIERS,2023/08/07
"Data engineer - Système, réseaux, données","Descriptif du poste:

eXalt IT recherche un(e) data engineer eXalté(e) !
Nous recherchons actuellement notre futur(e) data engineer pour une mission chez l'un de nos clients.
Vous interviendrez dans un environnement techniquement exigeant autour du big data. Vous seriez amené à travailler avec des nouvelles technologies (Kafka, Python, Pyspark, Scala, Spark, Hive, ...) le tout sur des clusters hadoop.
Vous interviendrez également sur la création de pipelines CI/CD dans un environnement cloud (AWS, Azure ou CGP selon le client).
Nous sommes à la recherche de consultants ayant une sensibilité marquée concernant la qualité du code développé. Vous travaillerez également dans une démarche d'intégration continue et déploiement continu (CI/CD).
Vous aurez l occasion de travailler dans des équipes où le peer review est particulièrement utilisé.

Profil recherché:

Vous disposez de minimum 1 an d'expérience sur un projet similaire.
Vous êtes intervenus sur des projets à forte valeur ajoutée, avec une quantité de data très importante.
Vous maîtrisez les technologies big data.
Vous êtes déjà intervenu dans un environnement cloud ou CI/CD.
Vous avez déjà travaillé sur un projet similaire en pyspark.
 
Toutes nos offres sont accessibles aux travailleurs en situation de handicape.",,,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,Cadre,Conseil en systèmes et logiciels informatiques,EXALT IT,"eXalt It a été créé en 2020 et travaille avec ses clients et consultants dans une démarche de green IT. Le principe ? Diminuer l'impact carbone du numérique qui est aujourd'hui tout bonnement excessif (surconsommation de ressources inutiles, ...).

Nous avons également créé des formations en interne grâce à nos associés et nos consultants. Pour vous permettre d'évoluer, vous pourriez notamment suivre notre formation Git2Kube (from Git to Kubernetes) basée sur AWS qui vous p...","eXalt It a été créé en 2020 et travaille avec ses clients et consultants dans une démarche de green IT. Le principe ? Diminuer l'impact carbone du numérique qui est aujourd'hui tout bonnement excessif (surconsommation de ressources inutiles, ...).Nous avons également créé des formations en interne grâce à nos associés et nos consultants. Pour vous permettre d'évoluer, vous pourriez notamment suivre notre formation Git2Kube (from Git to Kubernetes) basée sur AWS qui vous p...",,75,PARIS 01,2023/08/07
"Analyste Conformité (Data Analyst) - Lyon - Finance, trésorerie","Descriptif du poste:


Poste et missions

Les missions proposées

La Direction des Risques de la Conformité et des Contrôles Permanents recherche pour son Service Conformité un(e) Analyste Conformité (Data Analyst).

Dans l'objectif de maitriser les risques de non-conformité de la CERA et de ses filiales, vos missions principales sont :

En tant qu'Analyste Conformité :
* Vous collaborez avec les analystes du service pour effectuer tous travaux relatifs à la conformité (identification, évaluation des risques, centralisation des dysfonctionnements, suivi des actions correctrices);
* Vous contribuez au contrôle permanent de second niveau sur l'ensemble des risques de non-conformité, à l'exploitation des conclusions des contrôles et à leur reporting ;
* Vous réalisez les investigations et les contrôles sur pièces ainsi que les interviews nécessaires ;
* Vous analyser les résultats, identifier les éléments de risques, alerter le responsable de service proposer des améliorations et des plans d'actions ;
* Vous intervenez dans la validation de la documentation à destination des clients ;
* Vous assurez un reporting régulier sur l'ensemble des activités gérées ;
* Vous rédiger des modes opératoires.

Sur l'activité Data :
* Vous accompagnez la Direction dans le pilotage du risque : création de tableaux de bord et d'indicateurs, mise en œuvre, suivi de leur efficacité et animation des résultats auprès des métiers ;
* Vous capitalisez sur ces analyses pour proposer des améliorations de nos stratégie de Prévention et Gestion du risque, et vous en partagez les impacts avec vos responsables et vos parties prenantes ;
* Vous assurez la surveillance et l'analyse de nos indicateurs et les adaptez aux évolutions de process, de produits, d'outils et alertez le cas échéant ;
* Vous contribuez à la transformation de nos outils Data - base de données, outils de décision et de visualisation, automatisation de la production des indicateurs et tableaux de bord.

Profil recherché:


Bac + 4/5 (Banque Finance, Contrôle de Gestion, Data Analysis, Informatique/Business Intelligence.) ou expérience probante dans le domaine de la data analyse. Des compétences dans le domaine de la conformité sont un plus.

Connaissance des langages de requête dont SQL.

Maitrise des outils informatiques : Excel (niveau expert, VBA), Outils de Business Intelligence et de Data Viz, bonne connaissance d'Access et/ou et autres bases de données, et une forte appétence au traitement des données.

Curieux(euse), votre capacité d'analyse, de synthèse, votre rigueur ainsi que vos qualités relationnelles seront vos meilleurs atouts pour réussir. Vous faites preuves de capacité d'adaptation, d'autonomie, de polyvalence, d'esprit d'équipe et avez le sens du résultat.",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",Caisse d'Epargne Rhône Alpes,"La Caisse d'Epargne Rhône Alpes, qui sommes-nous ? 

Nous sommes 3000 collaborateurs au service de nos clients particuliers, professionnels, entreprises, associations et collectivités publiques #BanqueUniverselle

Nous appartenons à nos clients-sociétaires, nous ne sommes pas soumis aux aléas d'un cours de bourse et nous inscrivons notre action dans la durée. Engagée dans une démarche de responsabilité sociétale (RSE), notre entreprise réalise des actions de solidarité (m...","La Caisse d'Epargne Rhône Alpes, qui sommes-nous ? Nous sommes 3000 collaborateurs au service de nos clients particuliers, professionnels, entreprises, associations et collectivités publiques #BanqueUniverselleNous appartenons à nos clients-sociétaires, nous ne sommes pas soumis aux aléas d'un cours de bourse et nous inscrivons notre action dans la durée. Engagée dans une démarche de responsabilité sociétale (RSE), notre entreprise réalise des actions de solidarité (m...",tableau,69,LYON 03,2023/08/07
"Manager Data - Système, réseaux, données","Descriptif du poste:

Rattaché(e) au Directeur d'agence, vous prenez en charge plusieurs missions en tant que Directeur(trice) de projet/Manager Data. 
Votre rôle sera de :
* Suivre et piloter les différentes phases de mise en œuvre sur vos projets, en encadrant les différents intervenants et en gérant le planning, la production et la qualité des éléments produits,
* Détecter les nouveaux besoins et envisager des solutions de staffing sur les projets ou les clients que vous gérez,
* Participer au pilotage et à la rédaction des réponses à Appel d'Offre, que ce soit sur les aspects méthodologiques ou technologiques,
* Participer au suivi individuel de collaborateurs et exécuter un management RH avec des entretiens carrières, ainsi qu'une réelle écoute des collaborateurs, de leurs problématiques, appétences, formations ou évolutions,
* Participer activement au projet d'agence, à la capitalisation des savoir-faire et la mise en œuvre d'approches innovantes

Profil recherché:

De formation informatique Bac+5, vous justifiez d'une expérience d au moins 4 ans dans la direction de mise en œuvre de projets Data. 
Vous faites preuve d autonomie et de force de proposition sur l ensemble des tâches qui vous sont confiées. Vous souhaitez participer au transfert des connaissances techniques et fonctionnelles auprès des collaborateurs moins expérimentés qui participent à la réalisation du projet que vous gérez, et participer à la démarche d innovation autour des offres Business & Decision. 
Votre esprit d'équipe favorisera votre intégration au sein de l'agence.
 
Informations complémentaires
 
Ce que nous vous proposons :
* Une carrière dans un environnement multiculturel, dynamique et formateur,
* Une réelle possibilité de télétravail,
* Un appui et un suivi régulier d un manager dans le métier,
* Des formations et les certifications associées au parcours de carrière choisi 
* Des possibilités d activités complémentaires (avant-vente, formation, conseil, expertise, montage d offre, POC..),
* Des événements festifs,
* Une intégration au sein d une communautés d experts passionnés
 
Vous êtes partant pour vivre l aventure ? Postulez dès maintenant en nous envoyant votre CV.",,,Contrat à durée indéterminée,Expérience exigée de 4 An(s),,,Cadre,Autres activités de soutien aux entreprises n.c.a.,BUSINESS & DECISION CORPORATE SERVICES,"Rattaché(e) au Directeur d'agence, vous prenez en charge plusieurs missions en tant que Directeur(trice) de projet/Manager Data. 
Business & Decision est un groupe international des services du numérique, spécialisé, depuis sa création, dans l'exploitation et l'analyse de données.
Business & Decision conseille et déploie les solutions et les services les plus innovants pour accompagner les directions métier à relever les défis majeurs de création de valeur de leurs organis...","Rattaché(e) au Directeur d'agence, vous prenez en charge plusieurs missions en tant que Directeur(trice) de projet/Manager Data. Business & Decision est un groupe international des services du numérique, spécialisé, depuis sa création, dans l'exploitation et l'analyse de données.Business & Decision conseille et déploie les solutions et les services les plus innovants pour accompagner les directions métier à relever les défis majeurs de création de valeur de leurs organis...",,44,NANTES,2023/08/07
AMOA Business Analyst Data migration vers SAP S4/HANA Module ISU - Informatique de gestion,"Descriptif du poste:

Nous avons besoin de renforcer ponctuellement notre équipe de consultants AMOA SAP, pour satisfaire la demande d'un de nos clients qui est une société du secteur de l'énergie. Elle est de taille moyenne en France, mais rattachée à un groupe international européen (implantations dans plusieurs pays). Sa DSI France est à Paris-La Défense.
Historiquement, le SI de gestion de ce client a été construit autour de PeopleSoft. Une migration vers S4/HANA est en cours et devrait aboutir en octobre 2023. Il s agit d un grand projet, dont les parties prenantes sont réparties dans plusieurs pays d Europe non francophones : métiers, mais aussi intégrateur et développeurs offshore.
 
Dans ce contexte, nous recherchons pour une mission en régie chez ce client un/une « Business Analyst » (ou AMOA) qui interviendra pour contribuer à concevoir et piloter la data migration, vers le module ISU, périmètre fonctionnel OTC Order To Cash).
Il/elle sera en charge des activités suivantes :
* Conception de spécifications de la migration des tables du périmètre :
o   Organisation et animation (potentiellement en anglais) des ateliers de conception orientés « mapping de données », rédaction de la spécification de migration (règles extraction & transformation), en suivant un template déjà en place
o   Rédaction de compte rendu après les ateliers, ainsi que de la liste des actions à mener en next step
* Amélioration de la qualité des données à migrer :
o   Conduite de toutes actions utiles en matière de « data cleansing » : champs erronés, doublons, etc.
o   A cet effet, utiliser de façon avancée l outil Excel (Tableaux Croisés Dynamiques, etc.)
* Suivi des développements & tests :
o   Exprimer les règles de migration (issues des ateliers) aux développeurs
o   Tester les développements réalisés et s assurer que cela correspond aux besoins énoncés dans la spécification de migration (suivant un processus itératif de migrations successives à blanc)
* Coordination :
o   Suivre les points ouverts en vue de les clôturer et de les faire valider par l ensemble des intervenants (outil JIRA)
o   Être proactif pour mobiliser / relancer les participants aux ateliers de spécification
o   Être capable de gérer plusieurs dossiers en parallèle (= divers « objets » à migrer)
* Reporting :
o   De manière régulière, auprès du Lead Migration indiquer l avancement, les points ouverts, des points bloquants, etc.
 
Autres informations :
* Lieu : Paris-La Défense
* Durée : jusque fin 2023
* Temps plein avec partie de télétravail (2/5 approx)
* Démarrage : Asap

Profil recherché:

* Profil technico-fonctionnel type ingénieur, orienté « data»
* Connaissance du module SAP ISU indispensable (idéalement S4/HANA) à ISU data Objects : Device, Premise, Installation Facts, Move In, BBP, etc
* Connaissance des fonctionnalités du périmètre OTC : Achats, vente (SD), stockage, etc.
* Nécessité d avoir déjà fait des projets de migration de données en AMOA (pas de développement)
* Savoir-faire en : animation d ateliers, rédaction de specs, gestion d une relation avec un intégrateur et les techniciens,
* Très important : Proactif, dynamique, pour animer la relation avec des parties prenantes diverses et faire avancer les sujets
* Très bonne maîtrise d Excel (TCD)
* Connaissance de Jira sera un plus
* Un bon niveau d anglais est obligatoire afin de pouvoir échanger et participer à des projets au niveau du groupe (mais pas obligatoirement bilingue)",,,Contrat à durée déterminée - 5 Mois,Expérience exigée de 6 An(s),,,Cadre,Conseil pour les affaires et autres conseils de gestion,Hibyrd,"Hibyrd est une société de conseil en transformation des organisations : processus; RH, numérique.(AMOA fonctionnelle ou technique, conseil, pilotage de projets).Nos clients sont de grandes sociétés du secteur numérique (ESN, etc.) et des DSI de moyennes ou grandes entreprises.","Hibyrd est une société de conseil en transformation des organisations : processus; RH, numérique.(AMOA fonctionnelle ou technique, conseil, pilotage de projets).Nos clients sont de grandes sociétés du secteur numérique (ESN, etc.) et des DSI de moyennes ou grandes entreprises.","jira, tableau",92,PUTEAUX,2023/08/07
"DATA SCIENTIST - Système, réseaux, données","Descriptif du poste:
Explorez un champ des possibles sans équivalence   La Direction Data de Cdiscount réunit plusieurs équipes de DataScientist, organisées autour de différents univers et croisant régulièrement leurs expertises. Nous recherchons actuellement plusieurs data scientists pour certaines de ces équipes : - Périmètre marketing digital / monétisation d'audience : 
Vous optimiserez les solutions publicitaires à destination de nos fournisseurs ou vendeurs partenaires. Vous vous assurerez de la pertinence des produits sélectionnés sur les différentes pages du site.
- Périmètre référencement et acquisition de trafic (SEO/SEA) : 
Vous travaillerez sur la production d'algorithmes innovants et à fort impact sur la visibilité online de l'entreprise, en optimisant la visibilité des pages et produits vendus par CDiscount dans les moteurs de recherche. 
- Périmètre référentiel produits :
Au sein de l'équipe référentiel produits, vous travaillerez essentiellement sur des algorithmes de traitement du texte et de l'image dans le but d'améliorer la qualité des données produits inhérente à la performance de l'expérience client.  Vous maîtrisez l'intégralité du pipeline de développement des algorithmes. Ainsi, vos missions quotidiennes seront les suivantes : 
- Proposer de nouvelles idées et nouveaux algorithmes pour répondre à nos problématiques métiers et enjeux business
- Estimer le potentiel de gain des optimisations à venir et définir des protocoles de tests statistiques permettant d'identifier le gain apporté par ces algorithmes. 
- Implémenter les algorithmes et les déployer en production (Python, git, docker, kubernetes) 
- Analyser la performance des nouvelles méthodologies ou algorithmes mis en production 
- Assurer le maintien en condition opérationnelle des algorithmes et leur enrichissement continu
- Assurer une veille constante des dernières nouveautés tout en contribuant et participant aux séminaires et hackathons internes

Profil recherché:
Révélez votre talent De formation supérieure en école d'ingénieur ou titulaire d'un doctorat dans une discipline quantitative, vous avez déjà une expérience de minimum 2 ans dans le domaine de la définition d'algorithmes complexes (type machine learning), idéalement dans le secteur internet et possédez des compétences poussées en programmation. Vous maîtrisez un langage scientifique de haut niveau pour construire efficacement vos algorithmes (Python de préférence), aussi bien que des technologies de bases de données (SQL, MySQL, MongoDB, Snowflake). Une connaissance de base de la CI/CD serait un plus. D'un naturel curieux et dynamique, vous vous épanouissez dans les sujets analytiques et la gestion de projet. Vous avez une appétence certaine pour les sujets techniques et les problèmes complexes. Grâce à vos qualités relationnelles, le travail en équipe n'a pas de secret pour vous. Vos capacités d'adaptation et votre réactivité vous permettent d'évoluer dans un environnement en constant changement.   Rejoindre Cdiscount, c'est intégrer une entreprise engagée et inclusive qui lutte contre toute forme de discrimination. Une opportunité d'exprimer ses talents et de révéler sa singularité. Vous êtes persuadé que l'avenir appartient à celles et ceux qui osent faire bouger les lignes ? Nous aussi. Alors, Inventez-tout, Révélez-vous !",,,Contrat à durée indéterminée,Expérience exigée de 4 An(s),,,Cadre,Vente à distance sur catalogue général,CDISCOUNT,"Cdiscount est une aventure du numérique français. Passée en 20 ans d'une start-up bordelaise au leader français du e-commerce, l'entreprise n'a eu de cesse de répondre aux attentes de ses clients. L'objectif ? Rendre possible l'accès aux biens (high-tech, électroménager, vins, décorations ou encore les jouets) et aux services (énergie, offres de voyages ou forfaits téléphoniques) au plus grand nombre en construisant une économique numérique, européenne, inclusive et responsabl...","Cdiscount est une aventure du numérique français. Passée en 20 ans d'une start-up bordelaise au leader français du e-commerce, l'entreprise n'a eu de cesse de répondre aux attentes de ses clients. L'objectif ? Rendre possible l'accès aux biens (high-tech, électroménager, vins, décorations ou encore les jouets) et aux services (énergie, offres de voyages ou forfaits téléphoniques) au plus grand nombre en construisant une économique numérique, européenne, inclusive et responsabl...","docker, kubernetes, snowflake, mysql, mongodb",33,BORDEAUX,2023/08/07
MANAGER DATA SCIENTIST QUINTEN FINANCE,"Recherche: MANAGER DATA SCIENTIST QUINTEN FINANCE (H/F)
Quinten est une société d'experts de l'Intelligence Artificielle au service de l'efficacité des métiers de l'entreprise, avec une longue expérience multisectorielle, en particulier en santé et en Banque / Assurance.
Qualifications requises :
Vous avez des expériences significatives sur des projets en data science et êtes issu(e) d'une école d'ingénieur et/ou titulaire d'un master ou doctorat en data science, et disposez des compétences suivantes :
- Programmation R et/ou Python et des librairies associées ;
- Maîtrise des techniques de statistique et machine learning, capacité à adapter un algorithme à une problématique précise ;
- Connaissances en NLP et/ou Computer Vision (OpenCV, Keras) ;
- Connaissance en intégration continue (versioning Git, tests unitaires) ;
- Code profiling et optimisation ;
- Expérience dans le déploiement de solution en production et maîtrise des principes MLOPS
- Expérience dans le secteur de la ...",,,Contrat à durée indéterminée,Expérience exigée,,,,,,,,keras,75,PARIS 01,2023/08/07
ASSISTANT MARKETING DATA MANAGEMENT EN ALTERNANCE,"Recherche: ASSISTANT MARKETING DATA MANAGEMENT EN ALTERNANCE (H/F)
L'école :
MyDigitalSchool, l'école multimédia qui développe votre logique, votre raisonnement, stimule votre créativité et votre analyse.
La formation :
Vous préparerez sur 24 mois en contrat d'apprentissage, un MBA Expert Marketing Digital. La formation sera assurée par l'école de Rennes (1 semaine école / 2 semaines entreprise)
L'Entreprise :
En partenariat avec MyDigitalSchool, notre partenaire est une entreprise spécialisée dans l'univers du commerce de détail. Elle est située à Laval.
Vos missions seront les suivantes :
 Accompagnement sur la mise en place du nouvel ERP : DivaltoTraitement de données et statistiques commerciales en automatique Analyse et synthèse des résultats Création des rapports spécifiques et de tableaux de bord utiles au pilotage de la relation client Piloter l'intégration des données qualifiées dans le référentiel Assurer la mise à jour de la donnée tarifaire des articles Mettre en...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,tableau,35,BRUZ,2023/08/07
DATA ANALYST,"Recherche: DATA ANALYST (H/F)
Nous sommes une ESN agile, un groupe international certifié Top Employer Europe 2023.
A l'ère de la post-transformation digitale, nous mettons tout en oeuvre pour que chacun de nos 27 000 athlètes du digital puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.
Chacun de nos talents peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde à impact positif, innover localement dans 27 pays et harmoniser son investissement professionnel et son bien-être personnel.
Rejoignez Inetum. Live your positive digital flow.
Tous nos postes sont ouverts aux personnes en situation de handicap.
Issue d'une formation d'ingénieur / Bac +5 en Informatique
Doté d'une expérience d'au moins 2 ans sur ce type poste
(Excel, Web Analytics, BI, SAS, VBA, Python)
Des notions de Machine Learning et d'IA sont recommandées pour bien appréhender les besoins de nos Data Sc...",,,Contrat à durée indéterminée,Expérience exigée,,,,,,,,sas,75,PARIS 01,2023/08/07
ASSISTANT(E) CHEF DE PROJET DATA ET CRM EN ALTERNANCE,"Recherche: ASSISTANT(E) CHEF DE PROJET DATA ET CRM EN ALTERNANCE (H/F)
MyDigitalSchool Vannes, école spécialisée dans les nouveaux métiers du digital, recherche un(e) chargé(e) de e-commerce en alternance H/F.
UNE FORMATION OU UN EMPLOI : POURQUOI PAS LES DEUX ?
Vous préparerez su 12 mois en contrat d'apprentissage, un Bachelor E-Commerce.
La formation sera assurée par l'école de Vannes (1 semaine école / 2 semaines entreprise).
DESCRIPTION DU POSTE : 
Dans le cadre de son développement rapide, notre entreprise partenaire est à la recherche d'un Chef de Projet Data et CRM, avec des connaissances en acquisition de trafic.
MISSIONS PRINCIPALES : 
 Assurer la mise en place de plans d'animation marketing, et suivre leur résultats.Suivi et analyse des ventes Propositions de stratégies d'acquisition clients (leads, call-to-action, CRM..) Rédaction de contenus optimisés SEO Mise à jour de reporting CRM & e-mail Maquettage du site internet et choix de sa charte graphique.
COMPÉTENC...",,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,,,,,,56,VANNES,2023/08/07
DÉVELOPPEUR SÉNIOR JAVA BACK END - SPARK - ENVIRONNEMENT BIG DATA & DEVOPS,"Recherche: DÉVELOPPEUR SÉNIOR JAVA BACK END - SPARK - ENVIRONNEMENT BIG DATA & DEVOPS (H/F)
L2C est un cabinet spécialisé dans le recrutement de profils informatiques, tech' et data en CDI pour des clients finaux.
Nous recherchons un candidat expérimenté / sénior dans le développement back-end en environnement Java.
Vous disposez idéalement de compétences sur Spark et êtes particulièrement intéressé par le domaine du big data.
Vous souhaitez occuper une fonction polyvalente.
Vous êtes autonome, réfléchi(e), curieux(se) et vif(ve) dans votre réflexion.
Enfin, vous souhaitez prendre part à une belle aventure humaine et technique.
CLIENT
Notre client est un éditeur de logiciel de big data, traitant toute la chaîne de la donnée (découverte, audit, fiabilisation, visualisation, machine learning)
C'est une start-up reconnue qui a développé une plateforme SAAS permettant de faciliter et d'optimiser la manipulation de données à destination des utilisateurs métier.
C'est une société...",,,Contrat à durée indéterminée,Débutant accepté,,,,,,,,,75,PARIS 01,2023/08/07
DÉVELOPPEUR BIG DATA,"Recherche: DÉVELOPPEUR BIG DATA (H/F)
We IT est une société de conseil en IT, une ESN qui se veut à l'écoute de ses collaborateurs et de ses clients. Promis, c'est possible ! Fondée par des consultants pour des consultants nous souhaitons être au plus proche de nos collaborateurs et de leurs intérêts.
Si tu fais des efforts sur ton implication personnelle dans l'entreprise, on te récompense avec des primes !
Si tu partages nos idées et nos combats et que tu aimes ton métier dans l'IT, rejoins la communauté des We-ners.
Diplômé à minima d'un Bac +2 vous avez une expérience significative à ce poste :-)
We IT est une société de conseil en IT, une ESN qui se veut à l'écoute de ses collaborateurs et de ses clients. Promis, c'est possible ! Fondée par des consultants pour des consultants, nous souhaitons être au plus proches de nos collaborateurs et de leurs intérêts.
Si tu souhaites t'impliquer personnellement davantage dans l'entreprise, on te récompense avec de belles primes !
We...",,,Contrat à durée indéterminée,Expérience exigée,,,,,,,,,35,RENNES,2023/08/07
DATA ANALYST,"Recherche: DATA ANALYST (H/F)
Leasecom, 1er acteur indépendant français en location financière et pionnier de l'économie circulaire !
Vous avez envie de rejoindre une société en plein développement ? Vous aimez travailler en équipe et vous prenez facilement des initiatives ?
Vous souhaitez être animé(e) autour d'un projet collectif et d'une aventure humaine ?
Enfin, l'économie circulaire et la RSE sont des sujets qui vous tiennent à coeur ?
Concrètement, devenir Leasecomien, c'est Avoir une fibre entrepreneuriale. Être force de proposition, challenge les pratiques, c'est à vous de créer votre poste
Aimer une organisation souple et agile... adaptabilité, flexibilité, autonomie seront des atouts indéniables
Être orienté(e) business et performance, à l'image de notre esprit start-up !
Qui sommes-nous ? Créée en 1984, Leasecom est une filiale de Fintake group, 1er acteur indépendant français en location financière. Nous aidons les entreprises en leur proposant une gestion évolutive d...",,,Contrat à durée indéterminée,Débutant accepté,,,,,,,,,44,STE LUCE SUR LOIRE,2023/08/07
ARCHITECTE RÉSEAUX DATA CENTER,"Recherche: ARCHITECTE RÉSEAUX DATA CENTER (H/F)
Le Groupe SII est au cœur de la transformation numérique. Nous accompagnons nos clients sur des activités d'ingénierie et de conseil en technologies dans des secteurs clés (aérospace, télécoms, banque, énergie.). SII est présent dans 18 pays et 9 agences en France dont celle de SII Île-de-France.
Qualités désirées : Adaptabilité, Autonomie, Curiosité.
Avantages : Tranings & MOOCs, Participation aux bénéfices de l'entreprise.
Description Du Poste
Au coeur de la stratégie d'innovation de nos clients, opérateurs Télécoms, vous serez en charge de l'implémentation de la solution Cisco Fabric ACI en Multi - site dans le cadre d'un projet de migration du réseau datacenter entreprise.
Votre Projet :
- Animer les workshops design pour définir la conception des architectures entreprises(Radius, FWaaS, DDoS, VoIP).
- Rédiger les spécifications et documentations associées aux projets (HLD, LLD, Dossiers de test).
- Assurer l'ingénierie d'inst...",,,Contrat à durée indéterminée,Débutant accepté,,,,,,,,,75,PARIS 01,2023/08/07
DATA ANALYST ORIENTÉ BUSINESS- LEADER FOODTECH,"Recherche: DATA ANALYST ORIENTÉ BUSINESS- LEADER FOODTECH (H/F)
L2C est un cabinet spécialisé dans le recrutement de profils informatiques, tech' et data en CDI pour des clients finaux.
Vous disposez de plusieurs années d'expérience sur une fonction équivalente, idéalement au sein d'une start-up en phase active de croissance.
Vous avez l'habitude d'intervenir sur des problématiques liées au e-commerce (expérience client, acquisition, fidélisation)
Vous avez une appétence pour le business.
Vous avez une bonne connaissance de SQL et d'un outil de data viz'.
Vous êtes proactif(ve), réfléchi(e) et consciencieux(se).
CLIENT
Notre client est une société de 170 personnes, adossée à un groupe international leader de la grande distribution, leader dans le domaine de la foodtech. (Plateforme web de e-commerce BTOC).
C'est une entreprise Française engagée et éco-responsable, spécialisée dans la préparation de repas à domicile.
C'est une structure à forte croissance, où il fait bon tra...",,,Contrat à durée indéterminée,Expérience exigée,,,,,,,,,75,PARIS 01,2023/08/07
DATA SCIENTIST,"Recherche: DATA SCIENTIST (H/F)
Nous sommes une ESN agile, un groupe international certifié Top Employer Europe 2023.
A l'ère de la post-transformation digitale, nous mettons tout en oeuvre pour que chacun de nos 27 000 athlètes du digital puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.
Chacun de nos talents peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde à impact positif, innover localement dans 27 pays et harmoniser son investissement professionnel et son bien-être personnel.
Rejoignez Inetum. Live your positive digital flow.
Tous nos postes sont ouverts aux personnes en situation de handicap.
Pour mener à bien votre rôle, il vous faut :
- Connaître sur le bout des doigts les algorithmes ML / IA : régression, classification, clusterisation
- Parler SQL couramment
- Un niveau avancé en Python et sur les principales librairies de Machine Learning
Une expér...",,,Contrat à durée indéterminée,Débutant accepté,,,,,,,,,59,LILLE,2023/08/07
